# simv0_comparison.dat  --  decoupled vs coupled at aligned times
#   (spatial results in simv0_spatial.dat; adaptive step was used)
# t(s)          T_dec(K)       T_coup(K)      WS(m/s)        G_eff(W/m2)    h_eff(W/m2K)   P_dec(W)       P_coup(W)
   31500.000000     328.132510     304.197051      14.308763     668.556173      60.074554     288.000000     187.304718
   31600.000000     328.132510     304.154503      14.237634     662.455019      59.804269     288.000000     185.631929
   31700.000000     328.132510     304.111424      14.165593     656.308917      59.530514     288.000000     183.946322
   31800.000000     328.132510     304.067808      14.092631     650.118403      59.253260     288.000000     182.248030
   31900.000000     328.132510     304.023651      14.018740     643.884024      58.972479     288.000000     180.537191
   32000.000000     328.132510     303.978948      13.943914     637.606335      58.688141     288.000000     178.813945
   32100.000000     328.132510     303.933692      13.868143     631.285902      58.400216     288.000000     177.078432
   32200.000000     328.132510     303.887879      13.791420     624.923299      58.108671     288.000000     175.330799
   32300.000000     328.132510     303.841503      13.713736     618.519110      57.813474     288.000000     173.571190
   32400.000000     328.132510     303.794558      13.635082     612.073928      57.514592     288.000000     171.799758
   32500.000000     328.132510     303.747039      13.555449     605.588358      57.211989     288.000000     170.016653
   32600.000000     328.132510     303.698938      13.474828     599.063015      56.905630     288.000000     168.222032
   32700.000000     328.132510     303.650250      13.393208     592.498523      56.595478     288.000000     166.416053
   32800.000000     328.132510     303.600967      13.310580     585.895521      56.281494     288.000000     164.598878
   32900.000000     328.132510     303.551084      13.226933     579.254655      55.963639     288.000000     162.770671
   33000.000000     328.132510     303.500592      13.142257     572.576585      55.641873     288.000000     160.931600
   33100.000000     328.132510     303.449485      13.056541     565.861984      55.316153     288.000000     159.081836
   33200.000000     328.132510     303.397755      12.969773     559.111536      54.986437     288.000000     157.221554
   33300.000000     328.132510     303.345393      12.881941     552.325938      54.652678     288.000000     155.350933
   33400.000000     328.132510     303.292393      12.793033     545.505901      54.314830     288.000000     153.470153
   33500.000000     328.132510     303.238745      12.703036     538.652150      53.972846     288.000000     151.579401
   33600.000000     328.132510     303.184440      12.611938     531.765423      53.626676     288.000000     149.678867
   33700.000000     328.132510     303.129470      12.519725     524.846473      53.276268     288.000000     147.768744
   33800.000000     328.132510     303.073825      12.426382     517.896070      52.921569     288.000000     145.849230
   33900.000000     328.132510     303.017495      12.331895     510.914997      52.562523     288.000000     143.920528
   34000.000000     328.132510     302.960470      12.236250     503.904057      52.199074     288.000000     141.982844
   34100.000000     328.132510     302.902740      12.139430     496.864065      51.831161     288.000000     140.036392
   34200.000000     328.132510     302.844293      12.041420     489.795859      51.458724     288.000000     138.081386
   34300.000000     328.132510     302.785118      11.942202     482.700292      51.081699     288.000000     136.118049
   34400.000000     328.132510     302.725204      11.841759     475.578236      50.700019     288.000000     134.146608
   34500.000000     328.132510     302.664537      11.740073     468.430584      50.313615     288.000000     132.167296
   34600.000000     328.132510     302.603105      11.637126     461.258249      49.922416     288.000000     130.180351
   34700.000000     328.132510     302.540895      11.532896     454.062167      49.526347     288.000000     128.186018
   34800.000000     328.132510     302.477893      11.427365     446.843293      49.125332     288.000000     126.184547
   34900.000000     328.132510     302.414083      11.320511     439.602607      48.719289     288.000000     124.176196
   35000.000000     328.132510     302.349451      11.212312     432.341115      48.308135     288.000000     122.161229
   35100.000000     328.132510     302.283981      11.102745     425.059846      47.891782     288.000000     120.139918
   35200.000000     328.132510     302.217656      10.991786     417.759857      47.470140     288.000000     118.112541
   35300.000000     328.132510     302.150459      10.879410     410.442230      47.043113     288.000000     116.079385
   35400.000000     328.132510     302.082371      10.765591     403.108080      46.610603     288.000000     114.040746
   35500.000000     328.132510     302.013374      10.650302     395.758548      46.172504     288.000000     111.996925
   35600.000000     328.132510     301.943447      10.533514     388.394811      45.728711     288.000000     109.948237
   35700.000000     328.132510     301.872569      10.415197     381.018075      45.279108     288.000000     107.895003
   35800.000000     328.132510     301.800718      10.295320     373.629585      44.823578     288.000000     105.837555
   35900.000000     328.132510     301.727871      10.173851     366.230618      44.361997     288.000000     103.776236
   36000.000000     328.132510     301.654003      10.050755     358.822495      43.894233     288.000000     101.711398
   36100.000000     328.132510     301.579088       9.925997     351.406571      43.420151     288.000000      99.643407
   36200.000000     328.132510     301.503100       9.799538     343.984249      42.939607     288.000000      97.572640
   36300.000000     328.132510     301.426009       9.671339     336.556973      42.452450     288.000000      95.499486
   36400.000000     328.132510     301.347785       9.541358     329.126235      41.958520     288.000000      93.424348
   36500.000000     328.132510     301.268395       9.409550     321.693577      41.457651     288.000000      91.347645
   36600.000000     328.132510     301.187806       9.275870     314.260593      40.949665     288.000000      89.269808
   36700.000000     328.132510     301.105981       9.140269     306.828932      40.434376     288.000000      87.191286
   36800.000000     328.132510     301.022882       9.002693     299.400299      39.911587     288.000000      85.112542
   36900.000000     328.132510     300.938467       8.863090     291.976463      39.381088     288.000000      83.034061
   37000.000000     328.132510     300.852693       8.721399     284.559257      38.842658     288.000000      80.956343
   37100.000000     328.132510     300.765512       8.577560     277.150581      38.296063     288.000000      78.879909
   37200.000000     328.132510     300.676875       8.431506     269.752409      37.741051     288.000000      76.805300
   37300.000000     328.132510     300.586727       8.283167     262.366790      37.177356     288.000000      74.733082
   37400.000000     328.132510     300.495012       8.132469     254.995856      36.604694     288.000000      72.663840
   37500.000000     328.132510     300.401665       7.979332     247.641824      36.022762     288.000000      70.598187
   37600.000000     328.132510     300.306621       7.823670     240.307000      35.431234     288.000000      68.536763
   37700.000000     328.132510     300.209806       7.665392     232.993792      34.829760     288.000000      66.480233
   37800.000000     328.132510     300.111142       7.504398     225.704704      34.217967     288.000000      64.429295
   37900.000000     328.132510     300.010542       7.340583     218.442355      33.595450     288.000000      62.384676
   38000.000000     328.132510     299.907914       7.173831     211.209475      32.961772     288.000000      60.347139
   38100.000000     328.132510     299.803153       7.004020     204.008920      32.316461     288.000000      58.317483
   38200.000000     328.132510     299.696149       6.831012     196.843676      31.659003     288.000000      56.296542
   38300.000000     328.132510     299.586778       6.654663     189.716869      30.988841     288.000000      54.285193
   38400.000000     328.132510     299.474902       6.474811     182.631772      30.305364     288.000000      52.284358
   38500.000000     328.132510     299.360370       6.291282     175.591816      29.607905     288.000000      50.295003
   38600.000000     328.132510     299.243013       6.103881     168.600600      28.895730     288.000000      48.318143
   38700.000000     328.132510     299.122642       5.912397     161.661905      28.168029     288.000000      46.354847
   38800.000000     328.132510     298.999046       5.716595     154.779697      27.423905     288.000000      44.406239
   38900.000000     328.132510     298.871984       5.516211     147.958152      26.662363     288.000000      42.473505
   39000.000000     328.132510     298.741185       5.310955     141.201656      25.882290     288.000000      40.557892
   39100.000000     328.132510     298.606339       5.100498     134.514830      25.082437     288.000000      38.660717
   39200.000000     328.132510     298.467090       4.884472     127.902540      24.261397     288.000000      36.783370
   39300.000000     328.132510     298.323028       4.662457     121.369912      23.417574     288.000000      34.927318
   39400.000000     328.132510     298.173673       4.433977     114.922350      22.549149     288.000000      33.094111
   39500.000000     328.132510     298.018468       4.198485     108.565555      21.654453     288.000000      31.285387
   39600.000000     328.132510     297.856751       3.955349     102.305539      20.730836     288.000000      29.502876
   39700.000000     328.132510     297.687740       3.703835      96.148648      19.775457     288.000000      27.748412
   39800.000000     328.132510     297.510491       3.443084      90.101577      18.785076     288.000000      26.023931
   39900.000000     328.132510     297.323861       3.172080      84.171391      17.755869     288.000000      24.331481
   40000.000000     328.132510     297.126450       2.889614      78.365545      16.683289     288.000000      22.673230
   40100.000000     328.132510     296.916518       2.594227      72.691897      15.561881     288.000000      21.051471
   40200.000000     328.132510     296.691883       2.284146      67.158728      14.385035     288.000000      19.468625
   40300.000000     328.132510     296.449766       1.957184      61.774755      13.144676     288.000000      17.927250
   40400.000000     328.132510     296.186572       1.610613      56.549138      11.830852     288.000000      16.430047
   40500.000000     328.132510     295.897579       1.240981      51.491486      10.431264     288.000000      14.979859
   40600.000000     328.132510     295.576471       0.843845      46.611851       8.930857     288.000000      13.579677
   40700.000000     328.132510     295.214669       0.413397      41.920713       7.312281     288.000000      12.232640
   40800.000000     328.132510     294.802238      -0.058078      37.428949       5.776191     288.000000      10.941930
   40900.000000     328.132510     294.378438      -0.574399      33.147785       5.785694     288.000000       9.708586
   41000.000000     328.132510     293.976171      -1.125484      29.088712       5.794685     288.000000       8.534898
   41100.000000     328.132510     293.594524      -1.700179      25.263384       5.803190     288.000000       7.425007
   41200.000000     328.132510     293.232831      -2.289263      21.683450       5.811227     288.000000       6.383015
   41300.000000     328.132510     292.890633      -2.885083      18.360342       5.818811     288.000000       5.412925
   41400.000000     328.132510     292.567645      -3.481261      15.304982       5.825950     288.000000       4.518562
   41500.000000     328.132510     292.263722      -4.072458      12.527393       5.832653     288.000000       3.703456
   41600.000000     328.132510     291.978832      -4.654176      10.036192       5.838921     288.000000       2.970691
   41700.000000     328.132510     291.713016      -5.222607       7.837938       5.844758     288.000000       2.322713
   41800.000000     328.132510     291.466359      -5.774509       5.936319       5.850164     288.000000       1.761080
   41900.000000     328.132510     291.238946      -6.307112       4.331149       5.855139     288.000000       1.286164
   42000.000000     328.132510     291.030824      -6.818053       3.017197       5.859685     288.000000       0.896791
   42100.000000     328.132510     290.841946      -7.305332       1.982882       5.863804     288.000000       0.589850
   42200.000000     328.132510     290.672123      -7.767284       1.208991       5.867503     288.000000       0.359906
   42300.000000     328.132510     290.520959      -8.202585       0.667683       5.870791     288.000000       0.198894
   42400.000000     328.132510     290.387801      -8.610254       0.322278       5.873685     288.000000       0.096058
   42500.000000     328.132510     290.271692      -8.989688       0.128590       5.876206     288.000000       0.038347
   42600.000000     328.132510     290.171363      -9.340683       0.038679       5.878382     288.000000       0.011539
   42700.000000     328.132510     290.085268      -9.663458       0.007439       5.880249     288.000000       0.002220
   42800.000000     328.132510     290.011700      -9.958653       0.000660       5.881842     288.000000       0.000197
   42900.000000     328.132510     289.948945     -10.227285       0.000013       5.883201     288.000000       0.000004
   43000.000000     328.132510     289.895437     -10.470672       0.000000       5.884360     288.000000       0.000000
   43100.000000     328.132510     289.849812     -10.690332       0.000000       5.885347     288.000000       0.000000
   43200.000000     328.132510     289.810910     -10.887898       0.000000       5.886188     288.000000       0.000000
   43300.000000     328.132510     289.777740     -11.065049       0.000000       5.886906     288.000000       0.000000
   43400.000000     328.132510     289.749458     -11.223458       0.000000       5.887517     288.000000       0.000000
   43500.000000     328.132510     289.725342     -11.364756       0.000000       5.888039     288.000000       0.000000
   43600.000000     328.132510     289.704779     -11.490509       0.000000       5.888483     288.000000       0.000000
   43700.000000     328.132510     289.687246     -11.602197       0.000000       5.888862     288.000000       0.000000
   43800.000000     328.132510     289.672297     -11.701208       0.000000       5.889185     288.000000       0.000000
   43900.000000     328.132510     289.659549     -11.788829       0.000000       5.889460     288.000000       0.000000
   44000.000000     328.132510     289.648680     -11.866248       0.000000       5.889695     288.000000       0.000000
   44100.000000     328.132510     289.639412     -11.934551       0.000000       5.889895     288.000000       0.000000
   44200.000000     328.132510     289.631510     -11.994731       0.000000       5.890066     288.000000       0.000000
   44300.000000     328.132510     289.624772     -12.047686       0.000000       5.890212     288.000000       0.000000
   44400.000000     328.132510     289.619026     -12.094229       0.000000       5.890336     288.000000       0.000000
   44500.000000     328.132510     289.614127     -12.135092       0.000000       5.890441     288.000000       0.000000
   44600.000000     328.132510     289.609950     -12.170929       0.000000       5.890532     288.000000       0.000000
   44700.000000     328.132510     289.606388     -12.202330       0.000000       5.890609     288.000000       0.000000
   44800.000000     328.132510     289.603351     -12.229818       0.000000       5.890674     288.000000       0.000000
   44900.000000     328.132510     289.600761     -12.253860       0.000000       5.890730     288.000000       0.000000
   45000.000000     328.132510     289.598553     -12.274871       0.000000       5.890778     288.000000       0.000000
   45100.000000     328.132510     289.596670     -12.293219       0.000000       5.890818     288.000000       0.000000
   45200.000000     328.132510     289.595065     -12.309231       0.000000       5.890853     288.000000       0.000000
   45300.000000     328.132510     289.593696     -12.323194       0.000000       5.890883     288.000000       0.000000
   45400.000000     328.132510     289.592529     -12.335362       0.000000       5.890908     288.000000       0.000000
   45500.000000     328.132510     289.591534     -12.345959       0.000000       5.890929     288.000000       0.000000
   45600.000000     328.132510     289.590685     -12.355183       0.000000       5.890948     288.000000       0.000000
   45700.000000     328.132510     289.589961     -12.363208       0.000000       5.890963     288.000000       0.000000
   45800.000000     328.132510     289.589344     -12.370185       0.000000       5.890977     288.000000       0.000000
   45900.000000     328.132510     289.588818     -12.376248       0.000000       5.890988     288.000000       0.000000
   46000.000000     328.132510     289.588370     -12.381514       0.000000       5.890998     288.000000       0.000000
   46100.000000     328.132510     289.587987     -12.386087       0.000000       5.891006     288.000000       0.000000
   46200.000000     328.132510     289.587661     -12.390054       0.000000       5.891013     288.000000       0.000000
   46300.000000     328.132510     289.587383     -12.393496       0.000000       5.891019     288.000000       0.000000
   46400.000000     328.132510     289.587146     -12.396481       0.000000       5.891024     288.000000       0.000000
   46500.000000     328.132510     289.586943     -12.399067       0.000000       5.891029     288.000000       0.000000
   46600.000000     328.132510     289.586771     -12.401308       0.000000       5.891032     288.000000       0.000000
   46700.000000     328.132510     289.586624     -12.403249       0.000000       5.891035     288.000000       0.000000
   46800.000000     328.132510     289.586499     -12.404930       0.000000       5.891038     288.000000       0.000000
   46900.000000     328.132510     289.586392     -12.406384       0.000000       5.891040     288.000000       0.000000
   47000.000000     328.132510     289.586301     -12.407643       0.000000       5.891042     288.000000       0.000000
   47100.000000     328.132510     289.586223     -12.408731       0.000000       5.891044     288.000000       0.000000
   47200.000000     328.132510     289.586157     -12.409672       0.000000       5.891045     288.000000       0.000000
   47300.000000     328.132510     289.586100     -12.410486       0.000000       5.891047     288.000000       0.000000
   47400.000000     328.132510     289.586052     -12.411189       0.000000       5.891048     288.000000       0.000000
   47500.000000     328.132510     289.586011     -12.411796       0.000000       5.891049     288.000000       0.000000
   47600.000000     328.132510     289.585976     -12.412321       0.000000       5.891049     288.000000       0.000000
   47700.000000     328.132510     289.585946     -12.412774       0.000000       5.891050     288.000000       0.000000
   47800.000000     328.132510     289.585921     -12.413165       0.000000       5.891051     288.000000       0.000000
   47900.000000     328.132510     289.585899     -12.413502       0.000000       5.891051     288.000000       0.000000
   48000.000000     328.132510     289.585880     -12.413794       0.000000       5.891051     288.000000       0.000000
   48100.000000     328.132510     289.585865     -12.414045       0.000000       5.891052     288.000000       0.000000
   48200.000000     328.132510     289.585851     -12.414262       0.000000       5.891052     288.000000       0.000000
   48300.000000     328.132510     289.585840     -12.414449       0.000000       5.891052     288.000000       0.000000
   48400.000000     328.132510     289.585830     -12.414610       0.000000       5.891053     288.000000       0.000000
   48500.000000     328.132510     289.585821     -12.414749       0.000000       5.891053     288.000000       0.000000
   48600.000000     328.132510     289.585814     -12.414868       0.000000       5.891053     288.000000       0.000000
   48700.000000     328.132510     289.585808     -12.414971       0.000000       5.891053     288.000000       0.000000
   48800.000000     328.132510     289.585803     -12.415060       0.000000       5.891053     288.000000       0.000000
   48900.000000     328.132510     289.585799     -12.415137       0.000000       5.891053     288.000000       0.000000
   49000.000000     328.132510     289.585795     -12.415203       0.000000       5.891053     288.000000       0.000000
   49100.000000     328.132510     289.585792     -12.415259       0.000000       5.891053     288.000000       0.000000
   49200.000000     328.132510     289.585789     -12.415308       0.000000       5.891053     288.000000       0.000000
   49300.000000     328.132510     289.585787     -12.415350       0.000000       5.891053     288.000000       0.000000
   49400.000000     328.132510     289.585785     -12.415386       0.000000       5.891054     288.000000       0.000000
   49500.000000     328.132510     289.585783     -12.415418       0.000000       5.891054     288.000000       0.000000
   49600.000000     328.132510     289.585782     -12.415444       0.000000       5.891054     288.000000       0.000000
   49700.000000     328.132510     289.585780     -12.415467       0.000000       5.891054     288.000000       0.000000
   49800.000000     328.132510     289.585779     -12.415487       0.000000       5.891054     288.000000       0.000000
   49900.000000     328.132510     289.585778     -12.415504       0.000000       5.891054     288.000000       0.000000
   50000.000000     328.132510     289.585778     -12.415519       0.000000       5.891054     288.000000       0.000000
   50100.000000     328.132510     289.585777     -12.415532       0.000000       5.891054     288.000000       0.000000
   50200.000000     328.132510     289.585776     -12.415542       0.000000       5.891054     288.000000       0.000000
   50300.000000     328.132510     289.585776     -12.415552       0.000000       5.891054     288.000000       0.000000
   50400.000000     328.132510     289.585775     -12.415560       0.000000       5.891054     288.000000       0.000000
   50500.000000     328.132510     289.585775     -12.415567       0.000000       5.891054     288.000000       0.000000
   50600.000000     328.132510     289.585775     -12.415572       0.000000       5.891054     288.000000       0.000000
   50700.000000     328.132510     289.585775     -12.415578       0.000000       5.891054     288.000000       0.000000
   50800.000000     328.132510     289.585774     -12.415582       0.000000       5.891054     288.000000       0.000000
   50900.000000     328.132510     289.585774     -12.415586       0.000000       5.891054     288.000000       0.000000
   51000.000000     328.132510     289.585774     -12.415589       0.000000       5.891054     288.000000       0.000000
   51100.000000     328.132510     289.585774     -12.415592       0.000000       5.891054     288.000000       0.000000
   51200.000000     328.132510     289.585774     -12.415594       0.000000       5.891054     288.000000       0.000000
   51300.000000     328.132510     289.585774     -12.415596       0.000000       5.891054     288.000000       0.000000
   51400.000000     328.132510     289.585774     -12.415598       0.000000       5.891054     288.000000       0.000000
   51500.000000     328.132510     289.585774     -12.415599       0.000000       5.891054     288.000000       0.000000
   51600.000000     328.132510     289.585773     -12.415601       0.000000       5.891054     288.000000       0.000000
   51700.000000     328.132510     289.585773     -12.415602       0.000000       5.891054     288.000000       0.000000
   51800.000000     328.132510     289.585773     -12.415603       0.000000       5.891054     288.000000       0.000000
   51900.000000     328.132510     289.585773     -12.415603       0.000000       5.891054     288.000000       0.000000
   52000.000000     328.132510     289.585773     -12.415604       0.000000       5.891054     288.000000       0.000000
   52100.000000     328.132510     289.585773     -12.415605       0.000000       5.891054     288.000000       0.000000
   52200.000000     328.132510     289.585773     -12.415605       0.000000       5.891054     288.000000       0.000000
   52300.000000     328.132510     289.585773     -12.415606       0.000000       5.891054     288.000000       0.000000
   52400.000000     328.132510     289.585773     -12.415606       0.000000       5.891054     288.000000       0.000000
   52500.000000     328.132510     289.585773     -12.415606       0.000000       5.891054     288.000000       0.000000
   52600.000000     328.132510     289.585773     -12.415607       0.000000       5.891054     288.000000       0.000000
   52700.000000     328.132510     289.585773     -12.415607       0.000000       5.891054     288.000000       0.000000
   52800.000000     328.132510     289.585773     -12.415607       0.000000       5.891054     288.000000       0.000000
   52900.000000     328.132510     289.585773     -12.415607       0.000000       5.891054     288.000000       0.000000
   53000.000000     328.132510     289.585773     -12.415607       0.000000       5.891054     288.000000       0.000000
   53100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   53900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   54900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   55900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   56900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   57900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   58900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   59900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   60900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   61900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   62900.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63000.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63100.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63200.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63300.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63400.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63500.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63600.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63700.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
   63800.000000     328.132510     289.585773     -12.415608       0.000000       5.891054     288.000000       0.000000
