# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
      71597.781       2.439154       0.446673  ACCEPT
      71600.220       2.579192       0.578302  ACCEPT
      71602.799       2.589973       0.778633  ACCEPT
      71605.389       2.450593       0.759128  ACCEPT
      71607.840       2.330509       0.543840  ACCEPT
      71610.170       2.369185       0.426194  ACCEPT
      71612.539       2.528833       0.489438  ACCEPT
      71615.068       2.625567       0.709787  ACCEPT
      71617.694       2.530697       0.839233  ACCEPT
      71620.224       2.358881       0.650289  ACCEPT
      71622.583       2.313808       0.444319  ACCEPT
      71624.897       2.449237       0.422718  ACCEPT
      71627.346       2.618565       0.598736  ACCEPT
      71629.965       2.611312       0.850234  ACCEPT
      71632.576       2.427692       0.786831  ACCEPT
      71635.004       2.292238       0.511013  ACCEPT
      71637.296       2.359478       0.391114  ACCEPT
      71639.656       2.562110       0.484781  ACCEPT
      71642.218       2.665208       0.770837  ACCEPT
      71644.883       2.526860       0.908178  ACCEPT
      71647.410       2.318406       0.635989  ACCEPT
      71649.728       2.284242       0.402989  ACCEPT
      71652.012       2.465620       0.398863  ACCEPT
      71654.478       2.666882       0.630027  ACCEPT
      71657.145       2.632537       0.944395  ACCEPT
      71659.777       2.396548       0.812785  ACCEPT
      71662.174       2.248193       0.470671  ACCEPT
      71664.422       2.352516       0.354867  ACCEPT
      71666.775       2.604725       0.484501  ACCEPT
      71669.379       2.709852       0.854166  ACCEPT
      71672.089       2.516979       0.989622  ACCEPT
      71674.606       2.270012       0.612395  ACCEPT
      71676.876       2.253536       0.359136  ACCEPT
      71679.130       2.489173       0.376384  ACCEPT
      71681.619       2.723776       0.674818  ACCEPT
      71684.343       2.652019       1.064801  REJECT
      71684.343       2.357032       0.533789  ACCEPT
      71686.700       2.405105       0.456931  ACCEPT
      71689.105       2.531666       0.529151  ACCEPT
      71691.637       2.587814       0.704980  ACCEPT
      71694.224       2.497700       0.768103  ACCEPT
      71696.722       2.369730       0.609130  ACCEPT
      71699.092       2.355045       0.461447  ACCEPT
      71701.447       2.474101       0.465965  ACCEPT
      71703.921       2.594116       0.625970  ACCEPT
      71706.515       2.564019       0.795905  ACCEPT
      71709.079       2.415413       0.710826  ACCEPT
      71711.495       2.327455       0.504015  ACCEPT
      71713.822       2.402343       0.428321  ACCEPT
      71716.224       2.561672       0.531425  ACCEPT
      71718.786       2.616241       0.757609  ACCEPT
      71721.402       2.489037       0.811779  ACCEPT
      71723.891       2.335534       0.590989  ACCEPT
      71726.227       2.335140       0.425722  ACCEPT
      71728.562       2.493045       0.449327  ACCEPT
      71731.055       2.633057       0.660099  ACCEPT
      71733.688       2.575022       0.865039  ACCEPT
      71736.263       2.385702       0.719709  ACCEPT
      71738.649       2.293123       0.467249  ACCEPT
      71740.942       2.403035       0.397862  ACCEPT
      71743.345       2.600496       0.539245  ACCEPT
      71745.945       2.648144       0.829572  ACCEPT
      71748.594       2.474078       0.861722  ACCEPT
      71751.068       2.293942       0.564273  ACCEPT
      71753.362       2.314872       0.386448  ACCEPT
      71755.676       2.519715       0.434063  ACCEPT
      71758.196       2.679682       0.709093  ACCEPT
      71760.876       2.583362       0.953073  ACCEPT
      71763.459       2.347483       0.722476  ACCEPT
      71765.807       2.254657       0.424557  ACCEPT
      71768.061       2.408439       0.366923  ACCEPT
      71770.470       2.648886       0.554453  ACCEPT
      71773.119       2.682457       0.926042  ACCEPT
      71775.801       2.451597       0.916217  ACCEPT
      71778.253       2.245391       0.528814  ACCEPT
      71780.498       2.295481       0.345723  ACCEPT
      71782.794       2.554881       0.421305  ACCEPT
      71785.348       2.733341       0.776736  ACCEPT
      71788.082       2.587507       1.061825  REJECT
      71788.082       2.300984       0.534835  ACCEPT
      71790.383       2.346994       0.396817  ACCEPT
      71792.730       2.541186       0.468587  ACCEPT
      71795.271       2.661466       0.737123  ACCEPT
      71797.932       2.545982       0.907245  ACCEPT
      71800.478       2.336431       0.666076  ACCEPT
      71802.815       2.280818       0.418443  ACCEPT
      71805.096       2.443464       0.392918  ACCEPT
      71807.539       2.650869       0.597871  ACCEPT
      71810.190       2.644290       0.917993  ACCEPT
      71812.834       2.420939       0.839482  ACCEPT
      71815.255       2.256441       0.497340  ACCEPT
      71817.512       2.335263       0.359034  ACCEPT
      71819.847       2.579594       0.462887  ACCEPT
      71822.427       2.708313       0.810748  ACCEPT
      71825.135       2.541933       0.995029  ACCEPT
      71827.677       2.290021       0.649761  ACCEPT
      71829.967       2.246629       0.374034  ACCEPT
      71832.213       2.461454       0.367322  ACCEPT
      71834.675       2.706604       0.632794  ACCEPT
      71837.382       2.669407       1.035159  REJECT
      71837.382       2.385920       0.536084  ACCEPT
      71839.767       2.432494       0.490834  ACCEPT
      71842.200       2.524105       0.559588  ACCEPT
      71844.724       2.551387       0.685419  ACCEPT
      71847.275       2.476439       0.707190  ACCEPT
      71849.752       2.388707       0.586288  ACCEPT
      71852.141       2.392122       0.486904  ACCEPT
      71854.533       2.486206       0.506699  ACCEPT
      71857.019       2.563478       0.635563  ACCEPT
      71859.582       2.526041       0.737573  ACCEPT
      71862.108       2.416139       0.656976  ACCEPT
      71864.525       2.365127       0.511515  ACCEPT
      71866.890       2.434026       0.469644  ACCEPT
      71869.324       2.548086       0.566021  ACCEPT
      71871.872       2.569746       0.725073  ACCEPT
      71874.442       2.466359       0.732079  ACCEPT
      71876.908       2.362584       0.568702  ACCEPT
      71879.270       2.380416       0.458461  ACCEPT
      71881.651       2.504003       0.497155  ACCEPT
      71884.155       2.591666       0.666153  ACCEPT
      71886.747       2.529919       0.782783  ACCEPT
      71889.276       2.391228       0.656610  ACCEPT
      71891.668       2.341003       0.480868  ACCEPT
      71894.009       2.439154       0.446673  ACCEPT
      71896.448       2.579192       0.578302  ACCEPT
      71899.027       2.589973       0.778633  ACCEPT
      71901.617       2.450593       0.759128  ACCEPT
      71904.068       2.330509       0.543840  ACCEPT
      71906.398       2.369185       0.426194  ACCEPT
      71908.767       2.528833       0.489438  ACCEPT
      71911.296       2.625567       0.709787  ACCEPT
      71913.922       2.530697       0.839233  ACCEPT
      71916.452       2.358881       0.650289  ACCEPT
      71918.811       2.313808       0.444319  ACCEPT
      71921.125       2.449237       0.422718  ACCEPT
      71923.574       2.618565       0.598736  ACCEPT
      71926.193       2.611312       0.850234  ACCEPT
      71928.804       2.427692       0.786831  ACCEPT
      71931.232       2.292238       0.511013  ACCEPT
      71933.524       2.359478       0.391114  ACCEPT
      71935.884       2.562110       0.484781  ACCEPT
      71938.446       2.665208       0.770837  ACCEPT
      71941.111       2.526860       0.908178  ACCEPT
      71943.638       2.318406       0.635989  ACCEPT
      71945.956       2.284242       0.402989  ACCEPT
      71948.240       2.465620       0.398863  ACCEPT
      71950.706       2.666882       0.630027  ACCEPT
      71953.373       2.632537       0.944395  ACCEPT
      71956.005       2.396548       0.812785  ACCEPT
      71958.402       2.248193       0.470671  ACCEPT
      71960.650       2.352516       0.354867  ACCEPT
      71963.003       2.604725       0.484501  ACCEPT
      71965.607       2.709852       0.854166  ACCEPT
      71968.317       2.516979       0.989622  ACCEPT
      71970.834       2.270012       0.612395  ACCEPT
      71973.104       2.253536       0.359136  ACCEPT
      71975.358       2.489173       0.376384  ACCEPT
      71977.847       2.723776       0.674818  ACCEPT
      71980.571       2.652019       1.064801  REJECT
      71980.571       2.357032       0.533789  ACCEPT
      71982.928       2.405105       0.456931  ACCEPT
      71985.333       2.531666       0.529151  ACCEPT
      71987.865       2.587814       0.704980  ACCEPT
      71990.452       2.497700       0.768103  ACCEPT
      71992.950       2.369730       0.609130  ACCEPT
      71995.320       2.355045       0.461447  ACCEPT
      71997.675       2.474101       0.465965  ACCEPT
      72000.149       2.594116       0.625970  ACCEPT
      72002.743       2.564019       0.795905  ACCEPT
      72005.307       2.415413       0.710826  ACCEPT
      72007.723       2.327455       0.504015  ACCEPT
      72010.050       2.402343       0.428321  ACCEPT
      72012.452       2.561672       0.531425  ACCEPT
      72015.014       2.616241       0.757609  ACCEPT
      72017.630       2.489037       0.811779  ACCEPT
      72020.119       2.335534       0.590989  ACCEPT
      72022.455       2.335140       0.425722  ACCEPT
      72024.790       2.493045       0.449327  ACCEPT
      72027.283       2.633057       0.660099  ACCEPT
      72029.916       2.575022       0.865039  ACCEPT
      72032.491       2.385702       0.719709  ACCEPT
      72034.877       2.293123       0.467249  ACCEPT
      72037.170       2.403035       0.397862  ACCEPT
      72039.573       2.600496       0.539245  ACCEPT
      72042.173       2.648144       0.829572  ACCEPT
      72044.822       2.474078       0.861722  ACCEPT
      72047.296       2.293942       0.564273  ACCEPT
      72049.590       2.314872       0.386448  ACCEPT
      72051.904       2.519715       0.434063  ACCEPT
      72054.424       2.679682       0.709093  ACCEPT
      72057.104       2.583362       0.953073  ACCEPT
      72059.687       2.347483       0.722476  ACCEPT
      72062.035       2.254657       0.424557  ACCEPT
      72064.289       2.408439       0.366923  ACCEPT
      72066.698       2.648886       0.554453  ACCEPT
      72069.347       2.682457       0.926042  ACCEPT
      72072.029       2.451597       0.916217  ACCEPT
      72074.481       2.245391       0.528814  ACCEPT
      72076.726       2.295481       0.345723  ACCEPT
      72079.022       2.554881       0.421305  ACCEPT
      72081.577       2.733341       0.776736  ACCEPT
      72084.310       2.587507       1.061825  REJECT
      72084.310       2.300984       0.534835  ACCEPT
      72086.611       2.346994       0.396817  ACCEPT
      72088.958       2.541186       0.468587  ACCEPT
      72091.499       2.661466       0.737123  ACCEPT
      72094.160       2.545982       0.907245  ACCEPT
      72096.706       2.336431       0.666076  ACCEPT
      72099.043       2.280818       0.418443  ACCEPT
      72101.324       2.443464       0.392918  ACCEPT
      72103.767       2.650869       0.597871  ACCEPT
      72106.418       2.644290       0.917993  ACCEPT
      72109.062       2.420939       0.839482  ACCEPT
      72111.483       2.256441       0.497340  ACCEPT
      72113.740       2.335263       0.359034  ACCEPT
      72116.075       2.579594       0.462887  ACCEPT
      72118.655       2.708313       0.810748  ACCEPT
      72121.363       2.541933       0.995029  ACCEPT
      72123.905       2.290021       0.649761  ACCEPT
      72126.195       2.246629       0.374034  ACCEPT
      72128.441       2.461454       0.367322  ACCEPT
      72130.903       2.706604       0.632794  ACCEPT
      72133.610       2.669407       1.035159  REJECT
      72133.610       2.385920       0.536084  ACCEPT
      72135.995       2.432494       0.490834  ACCEPT
      72138.428       2.524105       0.559588  ACCEPT
      72140.952       2.551387       0.685419  ACCEPT
      72143.503       2.476439       0.707190  ACCEPT
      72145.980       2.388707       0.586288  ACCEPT
      72148.369       2.392122       0.486904  ACCEPT
      72150.761       2.486206       0.506699  ACCEPT
      72153.247       2.563478       0.635563  ACCEPT
      72155.810       2.526041       0.737573  ACCEPT
      72158.336       2.416139       0.656976  ACCEPT
      72160.753       2.365127       0.511515  ACCEPT
      72163.118       2.434026       0.469644  ACCEPT
      72165.552       2.548086       0.566021  ACCEPT
      72168.100       2.569746       0.725073  ACCEPT
      72170.670       2.466359       0.732079  ACCEPT
      72173.136       2.362584       0.568702  ACCEPT
      72175.498       2.380416       0.458461  ACCEPT
      72177.879       2.504003       0.497155  ACCEPT
      72180.383       2.591666       0.666153  ACCEPT
      72182.975       2.529919       0.782783  ACCEPT
      72185.504       2.391228       0.656610  ACCEPT
      72187.896       2.341003       0.480868  ACCEPT
      72190.237       2.439154       0.446673  ACCEPT
      72192.676       2.579192       0.578302  ACCEPT
      72195.255       2.589973       0.778633  ACCEPT
      72197.845       2.450593       0.759128  ACCEPT
      72200.296       2.330509       0.543840  ACCEPT
      72202.626       2.369185       0.426194  ACCEPT
      72204.995       2.528833       0.489438  ACCEPT
      72207.524       2.625567       0.709787  ACCEPT
      72210.150       2.530697       0.839233  ACCEPT
      72212.680       2.358881       0.650289  ACCEPT
      72215.039       2.313808       0.444319  ACCEPT
      72217.353       2.449237       0.422718  ACCEPT
      72219.802       2.618565       0.598736  ACCEPT
      72222.421       2.611312       0.850234  ACCEPT
      72225.032       2.427692       0.786831  ACCEPT
      72227.460       2.292238       0.511013  ACCEPT
      72229.752       2.359478       0.391114  ACCEPT
      72232.112       2.562110       0.484781  ACCEPT
      72234.674       2.665208       0.770837  ACCEPT
      72237.339       2.526860       0.908178  ACCEPT
      72239.866       2.318406       0.635989  ACCEPT
      72242.184       2.284242       0.402989  ACCEPT
      72244.468       2.465620       0.398863  ACCEPT
      72246.934       2.666882       0.630027  ACCEPT
      72249.601       2.632537       0.944395  ACCEPT
      72252.234       2.396548       0.812785  ACCEPT
      72254.630       2.248193       0.470671  ACCEPT
      72256.878       2.352516       0.354867  ACCEPT
      72259.231       2.604725       0.484501  ACCEPT
      72261.835       2.709852       0.854166  ACCEPT
      72264.545       2.516979       0.989622  ACCEPT
      72267.062       2.270012       0.612395  ACCEPT
      72269.332       2.253536       0.359136  ACCEPT
      72271.586       2.489173       0.376384  ACCEPT
      72274.075       2.723776       0.674818  ACCEPT
      72276.799       2.652019       1.064801  REJECT
      72276.799       2.357032       0.533789  ACCEPT
      72279.156       2.405105       0.456931  ACCEPT
      72281.561       2.531666       0.529151  ACCEPT
      72284.093       2.587814       0.704980  ACCEPT
      72286.680       2.497700       0.768103  ACCEPT
      72289.178       2.369730       0.609130  ACCEPT
      72291.548       2.355045       0.461447  ACCEPT
      72293.903       2.474101       0.465965  ACCEPT
      72296.377       2.594116       0.625970  ACCEPT
      72298.971       2.564019       0.795905  ACCEPT
      72301.535       2.415413       0.710826  ACCEPT
      72303.951       2.327455       0.504015  ACCEPT
      72306.278       2.402343       0.428321  ACCEPT
      72308.680       2.561672       0.531425  ACCEPT
      72311.242       2.616241       0.757609  ACCEPT
      72313.858       2.489037       0.811779  ACCEPT
      72316.347       2.335534       0.590989  ACCEPT
      72318.683       2.335140       0.425722  ACCEPT
      72321.018       2.493045       0.449327  ACCEPT
      72323.511       2.633057       0.660099  ACCEPT
      72326.144       2.575022       0.865039  ACCEPT
      72328.719       2.385702       0.719709  ACCEPT
      72331.105       2.293123       0.467249  ACCEPT
      72333.398       2.403035       0.397862  ACCEPT
      72335.801       2.600496       0.539245  ACCEPT
      72338.401       2.648144       0.829572  ACCEPT
      72341.050       2.474078       0.861722  ACCEPT
      72343.524       2.293942       0.564273  ACCEPT
      72345.818       2.314872       0.386448  ACCEPT
      72348.132       2.519715       0.434063  ACCEPT
      72350.652       2.679682       0.709093  ACCEPT
      72353.332       2.583362       0.953073  ACCEPT
      72355.915       2.347483       0.722476  ACCEPT
      72358.263       2.254657       0.424557  ACCEPT
      72360.517       2.408439       0.366923  ACCEPT
      72362.926       2.648886       0.554453  ACCEPT
      72365.575       2.682457       0.926042  ACCEPT
      72368.257       2.451597       0.916217  ACCEPT
      72370.709       2.245391       0.528814  ACCEPT
      72372.954       2.295481       0.345723  ACCEPT
      72375.250       2.554881       0.421305  ACCEPT
      72377.805       2.733341       0.776736  ACCEPT
      72380.538       2.587507       1.061825  REJECT
      72380.538       2.300984       0.534835  ACCEPT
      72382.839       2.346994       0.396817  ACCEPT
      72385.186       2.541186       0.468587  ACCEPT
      72387.727       2.661466       0.737123  ACCEPT
      72390.388       2.545982       0.907245  ACCEPT
      72392.934       2.336431       0.666076  ACCEPT
      72395.271       2.280818       0.418443  ACCEPT
      72397.552       2.443464       0.392918  ACCEPT
      72399.995       2.650869       0.597871  ACCEPT
      72402.646       2.644290       0.917993  ACCEPT
      72405.290       2.420939       0.839482  ACCEPT
      72407.711       2.256441       0.497340  ACCEPT
      72409.968       2.335263       0.359034  ACCEPT
      72412.303       2.579594       0.462887  ACCEPT
      72414.883       2.708313       0.810748  ACCEPT
      72417.591       2.541933       0.995029  ACCEPT
      72420.133       2.290021       0.649761  ACCEPT
      72422.423       2.246629       0.374034  ACCEPT
      72424.669       2.461454       0.367322  ACCEPT
      72427.131       2.706604       0.632794  ACCEPT
      72429.838       2.669407       1.035159  REJECT
      72429.838       2.385920       0.536084  ACCEPT
      72432.223       2.432494       0.490834  ACCEPT
      72434.656       2.524105       0.559588  ACCEPT
      72437.180       2.551387       0.685419  ACCEPT
      72439.731       2.476439       0.707190  ACCEPT
      72442.208       2.388707       0.586288  ACCEPT
      72444.597       2.392122       0.486904  ACCEPT
      72446.989       2.486206       0.506699  ACCEPT
      72449.475       2.563478       0.635563  ACCEPT
      72452.038       2.526041       0.737573  ACCEPT
      72454.564       2.416139       0.656976  ACCEPT
      72456.981       2.365127       0.511515  ACCEPT
      72459.346       2.434026       0.469644  ACCEPT
      72461.780       2.548086       0.566021  ACCEPT
      72464.328       2.569746       0.725073  ACCEPT
      72466.898       2.466359       0.732079  ACCEPT
      72469.364       2.362584       0.568702  ACCEPT
      72471.727       2.380416       0.458461  ACCEPT
      72474.107       2.504003       0.497155  ACCEPT
      72476.611       2.591666       0.666153  ACCEPT
      72479.203       2.529919       0.782783  ACCEPT
      72481.733       2.391228       0.656610  ACCEPT
      72484.124       2.341003       0.480868  ACCEPT
      72486.465       2.439154       0.446673  ACCEPT
      72488.904       2.579192       0.578302  ACCEPT
      72491.483       2.589973       0.778633  ACCEPT
      72494.073       2.450593       0.759128  ACCEPT
      72496.524       2.330509       0.543840  ACCEPT
      72498.854       2.369185       0.426194  ACCEPT
      72501.223       2.528833       0.489438  ACCEPT
      72503.752       2.625567       0.709787  ACCEPT
      72506.378       2.530697       0.839233  ACCEPT
      72508.908       2.358881       0.650289  ACCEPT
      72511.267       2.313808       0.444319  ACCEPT
      72513.581       2.449237       0.422718  ACCEPT
      72516.030       2.618565       0.598736  ACCEPT
      72518.649       2.611312       0.850234  ACCEPT
      72521.260       2.427692       0.786831  ACCEPT
      72523.688       2.292238       0.511013  ACCEPT
      72525.980       2.359478       0.391114  ACCEPT
      72528.340       2.562110       0.484781  ACCEPT
      72530.902       2.665208       0.770837  ACCEPT
      72533.567       2.526860       0.908178  ACCEPT
      72536.094       2.318406       0.635989  ACCEPT
      72538.412       2.284242       0.402989  ACCEPT
      72540.696       2.465620       0.398863  ACCEPT
      72543.162       2.666882       0.630027  ACCEPT
      72545.829       2.632537       0.944395  ACCEPT
      72548.462       2.396548       0.812785  ACCEPT
      72550.858       2.248193       0.470671  ACCEPT
      72553.106       2.352516       0.354867  ACCEPT
      72555.459       2.604725       0.484501  ACCEPT
      72558.064       2.709852       0.854166  ACCEPT
      72560.773       2.516979       0.989622  ACCEPT
      72563.290       2.270012       0.612395  ACCEPT
      72565.560       2.253536       0.359136  ACCEPT
      72567.814       2.489173       0.376384  ACCEPT
      72570.303       2.723776       0.674818  ACCEPT
      72573.027       2.652019       1.064801  REJECT
      72573.027       2.357032       0.533789  ACCEPT
      72575.384       2.405105       0.456931  ACCEPT
      72577.789       2.531666       0.529151  ACCEPT
      72580.321       2.587814       0.704980  ACCEPT
      72582.908       2.497700       0.768103  ACCEPT
      72585.406       2.369730       0.609130  ACCEPT
      72587.776       2.355045       0.461447  ACCEPT
      72590.131       2.474101       0.465965  ACCEPT
      72592.605       2.594116       0.625970  ACCEPT
      72595.199       2.564019       0.795905  ACCEPT
      72597.763       2.415413       0.710826  ACCEPT
      72600.179       2.327455       0.504015  ACCEPT
      72602.506       2.402343       0.428321  ACCEPT
      72604.908       2.561672       0.531425  ACCEPT
      72607.470       2.616241       0.757609  ACCEPT
      72610.086       2.489037       0.811779  ACCEPT
      72612.575       2.335534       0.590989  ACCEPT
      72614.911       2.335140       0.425722  ACCEPT
      72617.246       2.493045       0.449327  ACCEPT
      72619.739       2.633057       0.660099  ACCEPT
      72622.372       2.575022       0.865039  ACCEPT
      72624.947       2.385702       0.719709  ACCEPT
      72627.333       2.293123       0.467249  ACCEPT
      72629.626       2.403035       0.397862  ACCEPT
      72632.029       2.600496       0.539245  ACCEPT
      72634.629       2.648144       0.829572  ACCEPT
      72637.278       2.474078       0.861722  ACCEPT
      72639.752       2.293942       0.564273  ACCEPT
      72642.046       2.314872       0.386448  ACCEPT
      72644.361       2.519715       0.434063  ACCEPT
      72646.880       2.679682       0.709093  ACCEPT
      72649.560       2.583362       0.953073  ACCEPT
      72652.143       2.347483       0.722476  ACCEPT
      72654.491       2.254657       0.424557  ACCEPT
      72656.745       2.408439       0.366923  ACCEPT
      72659.154       2.648886       0.554453  ACCEPT
      72661.803       2.682457       0.926042  ACCEPT
      72664.485       2.451597       0.916217  ACCEPT
      72666.937       2.245391       0.528814  ACCEPT
      72669.182       2.295481       0.345723  ACCEPT
      72671.478       2.554881       0.421305  ACCEPT
      72674.033       2.733341       0.776736  ACCEPT
      72676.766       2.587507       1.061825  REJECT
      72676.766       2.300984       0.534835  ACCEPT
      72679.067       2.346994       0.396817  ACCEPT
      72681.414       2.541186       0.468587  ACCEPT
      72683.955       2.661466       0.737123  ACCEPT
      72686.617       2.545982       0.907245  ACCEPT
      72689.162       2.336431       0.666076  ACCEPT
      72691.499       2.280818       0.418443  ACCEPT
      72693.780       2.443464       0.392918  ACCEPT
      72696.223       2.650869       0.597871  ACCEPT
      72698.874       2.644290       0.917993  ACCEPT
      72701.518       2.420939       0.839482  ACCEPT
      72703.939       2.256441       0.497340  ACCEPT
      72706.196       2.335263       0.359034  ACCEPT
      72708.531       2.579594       0.462887  ACCEPT
      72711.111       2.708313       0.810748  ACCEPT
      72713.819       2.541933       0.995029  ACCEPT
      72716.361       2.290021       0.649761  ACCEPT
      72718.651       2.246629       0.374034  ACCEPT
      72720.897       2.461454       0.367322  ACCEPT
      72723.359       2.706604       0.632794  ACCEPT
      72726.066       2.669407       1.035159  REJECT
      72726.066       2.385920       0.536084  ACCEPT
      72728.451       2.432494       0.490834  ACCEPT
      72730.884       2.524105       0.559588  ACCEPT
      72733.408       2.551387       0.685419  ACCEPT
      72735.959       2.476439       0.707190  ACCEPT
      72738.436       2.388707       0.586288  ACCEPT
      72740.825       2.392122       0.486904  ACCEPT
      72743.217       2.486206       0.506699  ACCEPT
      72745.703       2.563478       0.635563  ACCEPT
      72748.266       2.526041       0.737573  ACCEPT
      72750.792       2.416139       0.656976  ACCEPT
      72753.209       2.365127       0.511515  ACCEPT
      72755.574       2.434026       0.469644  ACCEPT
      72758.008       2.548086       0.566021  ACCEPT
      72760.556       2.569746       0.725073  ACCEPT
      72763.126       2.466359       0.732079  ACCEPT
      72765.592       2.362584       0.568702  ACCEPT
      72767.955       2.380416       0.458461  ACCEPT
      72770.335       2.504003       0.497155  ACCEPT
      72772.839       2.591666       0.666153  ACCEPT
      72775.431       2.529919       0.782783  ACCEPT
      72777.961       2.391228       0.656610  ACCEPT
      72780.352       2.341003       0.480868  ACCEPT
      72782.693       2.439154       0.446673  ACCEPT
      72785.132       2.579192       0.578302  ACCEPT
      72787.711       2.589973       0.778633  ACCEPT
      72790.301       2.450593       0.759128  ACCEPT
      72792.752       2.330509       0.543840  ACCEPT
      72795.082       2.369185       0.426194  ACCEPT
      72797.451       2.528833       0.489438  ACCEPT
      72799.980       2.625567       0.709787  ACCEPT
      72802.606       2.530697       0.839233  ACCEPT
      72805.136       2.358881       0.650289  ACCEPT
      72807.495       2.313808       0.444319  ACCEPT
      72809.809       2.449237       0.422718  ACCEPT
      72812.258       2.618565       0.598736  ACCEPT
      72814.877       2.611312       0.850234  ACCEPT
      72817.488       2.427692       0.786831  ACCEPT
      72819.916       2.292238       0.511013  ACCEPT
      72822.208       2.359478       0.391114  ACCEPT
      72824.568       2.562110       0.484781  ACCEPT
      72827.130       2.665208       0.770837  ACCEPT
      72829.795       2.526860       0.908178  ACCEPT
      72832.322       2.318406       0.635989  ACCEPT
      72834.640       2.284242       0.402989  ACCEPT
      72836.924       2.465620       0.398863  ACCEPT
      72839.390       2.666882       0.630027  ACCEPT
      72842.057       2.632537       0.944395  ACCEPT
      72844.690       2.396548       0.812785  ACCEPT
      72847.086       2.248193       0.470671  ACCEPT
      72849.334       2.352516       0.354867  ACCEPT
      72851.687       2.604725       0.484501  ACCEPT
      72854.292       2.709852       0.854166  ACCEPT
      72857.001       2.516979       0.989622  ACCEPT
      72859.518       2.270012       0.612395  ACCEPT
      72861.788       2.253536       0.359136  ACCEPT
      72864.042       2.489173       0.376384  ACCEPT
      72866.531       2.723776       0.674818  ACCEPT
      72869.255       2.652019       1.064801  REJECT
      72869.255       2.357032       0.533789  ACCEPT
      72871.612       2.405105       0.456931  ACCEPT
      72874.017       2.531666       0.529151  ACCEPT
      72876.549       2.587814       0.704980  ACCEPT
      72879.136       2.497700       0.768103  ACCEPT
      72881.634       2.369730       0.609130  ACCEPT
      72884.004       2.355045       0.461447  ACCEPT
      72886.359       2.474101       0.465965  ACCEPT
      72888.833       2.594116       0.625970  ACCEPT
      72891.427       2.564019       0.795905  ACCEPT
      72893.991       2.415413       0.710826  ACCEPT
      72896.407       2.327455       0.504015  ACCEPT
      72898.734       2.402343       0.428321  ACCEPT
      72901.136       2.561672       0.531425  ACCEPT
      72903.698       2.616241       0.757609  ACCEPT
      72906.314       2.489037       0.811779  ACCEPT
      72908.803       2.335534       0.590989  ACCEPT
      72911.139       2.335140       0.425722  ACCEPT
      72913.474       2.493045       0.449327  ACCEPT
      72915.967       2.633057       0.660099  ACCEPT
      72918.600       2.575022       0.865039  ACCEPT
      72921.175       2.385702       0.719709  ACCEPT
      72923.561       2.293123       0.467249  ACCEPT
      72925.854       2.403035       0.397862  ACCEPT
      72928.257       2.600496       0.539245  ACCEPT
      72930.857       2.648144       0.829572  ACCEPT
      72933.506       2.474078       0.861722  ACCEPT
      72935.980       2.293942       0.564273  ACCEPT
      72938.274       2.314872       0.386448  ACCEPT
      72940.589       2.519715       0.434063  ACCEPT
      72943.108       2.679682       0.709093  ACCEPT
      72945.788       2.583362       0.953073  ACCEPT
      72948.371       2.347483       0.722476  ACCEPT
      72950.719       2.254657       0.424557  ACCEPT
      72952.973       2.408439       0.366923  ACCEPT
      72955.382       2.648886       0.554453  ACCEPT
      72958.031       2.682457       0.926042  ACCEPT
      72960.713       2.451597       0.916217  ACCEPT
      72963.165       2.245391       0.528814  ACCEPT
      72965.410       2.295481       0.345723  ACCEPT
      72967.706       2.554881       0.421305  ACCEPT
      72970.261       2.733341       0.776736  ACCEPT
      72972.994       2.587507       1.061825  REJECT
      72972.994       2.300984       0.534835  ACCEPT
      72975.295       2.346994       0.396817  ACCEPT
      72977.642       2.541186       0.468587  ACCEPT
      72980.183       2.661466       0.737123  ACCEPT
      72982.845       2.545982       0.907245  ACCEPT
      72985.391       2.336431       0.666076  ACCEPT
      72987.727       2.280818       0.418443  ACCEPT
      72990.008       2.443464       0.392918  ACCEPT
      72992.451       2.650869       0.597871  ACCEPT
      72995.102       2.644290       0.917993  ACCEPT
      72997.746       2.420939       0.839482  ACCEPT
      73000.167       2.256441       0.497340  ACCEPT
      73002.424       2.335263       0.359034  ACCEPT
      73004.759       2.579594       0.462887  ACCEPT
      73007.339       2.708313       0.810748  ACCEPT
      73010.047       2.541933       0.995029  ACCEPT
      73012.589       2.290021       0.649761  ACCEPT
      73014.879       2.246629       0.374034  ACCEPT
      73017.126       2.461454       0.367322  ACCEPT
      73019.587       2.706604       0.632794  ACCEPT
      73022.294       2.669407       1.035159  REJECT
      73022.294       2.385920       0.536084  ACCEPT
      73024.679       2.432494       0.490834  ACCEPT
      73027.112       2.524105       0.559588  ACCEPT
      73029.636       2.551387       0.685419  ACCEPT
      73032.187       2.476439       0.707190  ACCEPT
      73034.664       2.388707       0.586288  ACCEPT
