# simv0 diagnostic: method selection + RK45 step-size log
# DECOUPLED method: Classical RK4
#   reason: Stiffness: tau/h=   3.9 < 5, tol=  0.100 K: O(h^4) accuracy
# COUPLED   method: Classical RK4
#   reason: BTE-NS coupling, tau/h=   3.9, tol=  0.100 K: O(h^4) accuracy
# SPATIAL   method: RK45 Dormand-Prince (adaptive)
#   reason: Spatial 1D PDE, tau/h=   3.9: adaptive error control essential
#
# RK45 adaptive log (spatial mode only):
# t(s)          h_used(s)      err_norm       accept
          0.000     100.000000***************  REJECT
      10370.872       2.394466       0.812805  ACCEPT
      10373.267       2.246229       0.470684  ACCEPT
      10375.513       2.350447       0.354867  ACCEPT
      10377.863       2.602435       0.484487  ACCEPT
      10380.466       2.707485       0.854146  ACCEPT
      10383.173       2.514792       0.989635  ACCEPT
      10385.688       2.268034       0.612417  ACCEPT
      10387.956       2.251556       0.359142  ACCEPT
      10390.208       2.486978       0.376377  ACCEPT
      10392.695       2.721385       0.674794  ACCEPT
      10395.416       2.649709       1.064794  REJECT
      10395.416       2.354982       0.533790  ACCEPT
      10397.771       2.403013       0.456948  ACCEPT
      10400.174       2.529445       0.529168  ACCEPT
      10402.703       2.585527       0.704971  ACCEPT
      10405.289       2.495498       0.768070  ACCEPT
      10407.784       2.367661       0.609117  ACCEPT
      10410.152       2.353000       0.461460  ACCEPT
      10412.505       2.471938       0.465986  ACCEPT
      10414.977       2.591824       0.625977  ACCEPT
      10417.569       2.561748       0.795874  ACCEPT
      10420.131       2.413293       0.710796  ACCEPT
      10422.544       2.325431       0.504019  ACCEPT
      10424.869       2.400251       0.428343  ACCEPT
      10427.270       2.559416       0.531444  ACCEPT
      10429.829       2.613918       0.757593  ACCEPT
      10432.443       2.486837       0.811735  ACCEPT
      10434.930       2.333496       0.590976  ACCEPT
      10437.263       2.333112       0.425739  ACCEPT
      10439.596       2.490860       0.449352  ACCEPT
      10442.087       2.630720       0.660104  ACCEPT
      10444.718       2.572732       0.864994  ACCEPT
      10447.291       2.383606       0.719673  ACCEPT
      10449.674       2.291131       0.467256  ACCEPT
      10451.965       2.400940       0.397887  ACCEPT
      10454.366       2.598197       0.539266  ACCEPT
      10456.964       2.645781       0.829545  ACCEPT
      10459.610       2.471886       0.861664  ACCEPT
      10462.082       2.291940       0.564262  ACCEPT
      10464.374       2.312862       0.386468  ACCEPT
      10466.687       2.517500       0.434092  ACCEPT
      10469.204       2.677292       0.709095  ACCEPT
      10471.882       2.581055       0.953009  ACCEPT
      10474.463       2.345419       0.722434  ACCEPT
      10476.808       2.252700       0.424568  ACCEPT
      10479.061       2.406337       0.366951  ACCEPT
      10481.467       2.646533       0.554478  ACCEPT
      10484.114       2.680051       0.926002  ACCEPT
      10486.794       2.449420       0.916142  ACCEPT
      10489.243       2.243433       0.528804  ACCEPT
      10491.487       2.293489       0.345746  ACCEPT
      10493.780       2.552629       0.421338  ACCEPT
      10496.333       2.730890       0.776734  ACCEPT
      10499.064       2.585188       1.061737  REJECT
      10499.064       2.298959       0.534843  ACCEPT
      10501.363       2.344922       0.396825  ACCEPT
      10503.708       2.538932       0.468589  ACCEPT
      10506.247       2.659104       0.737110  ACCEPT
      10508.906       2.543732       0.907230  ACCEPT
      10511.449       2.334373       0.666080  ACCEPT
      10513.784       2.278807       0.418452  ACCEPT
      10516.063       2.441298       0.392923  ACCEPT
      10518.504       2.648511       0.597865  ACCEPT
      10521.152       2.641945       0.917971  ACCEPT
      10523.794       2.418803       0.839476  ACCEPT
      10526.213       2.254453       0.497350  ACCEPT
      10528.468       2.333197       0.359043  ACCEPT
      10530.801       2.577298       0.462888  ACCEPT
      10533.378       2.705902       0.810729  ACCEPT
      10536.084       2.539683       0.995009  ACCEPT
      10538.624       2.288003       0.649767  ACCEPT
      10540.912       2.244645       0.374045  ACCEPT
      10543.156       2.459266       0.367328  ACCEPT
      10545.616       2.704189       0.632784  ACCEPT
      10548.320       2.667034       1.035129  REJECT
      10548.320       2.383813       0.536087  ACCEPT
      10550.704       2.430343       0.490846  ACCEPT
      10553.134       2.521861       0.559597  ACCEPT
      10555.656       2.549110       0.685411  ACCEPT
      10558.205       2.474235       0.707173  ACCEPT
      10560.679       2.386593       0.586283  ACCEPT
      10563.066       2.390008       0.486914  ACCEPT
      10565.456       2.483999       0.506712  ACCEPT
      10567.940       2.561189       0.635563  ACCEPT
      10570.501       2.523785       0.737554  ACCEPT
      10573.025       2.413994       0.656962  ACCEPT
      10575.439       2.363037       0.511521  ACCEPT
      10577.802       2.431870       0.469659  ACCEPT
      10580.234       2.545813       0.566030  ACCEPT
      10582.779       2.567444       0.725060  ACCEPT
      10585.347       2.464159       0.732055  ACCEPT
      10587.811       2.360492       0.568698  ACCEPT
      10590.171       2.378311       0.458475  ACCEPT
      10592.550       2.501774       0.497170  ACCEPT
      10595.052       2.589343       0.666151  ACCEPT
      10597.641       2.527653       0.782756  ACCEPT
      10600.169       2.389102       0.656594  ACCEPT
      10602.558       2.338933       0.480877  ACCEPT
      10604.897       2.436989       0.446691  ACCEPT
      10607.334       2.576883       0.578312  ACCEPT
      10609.910       2.587645       0.778612  ACCEPT
      10612.498       2.448404       0.759098  ACCEPT
      10614.946       2.328445       0.543838  ACCEPT
      10617.275       2.367088       0.426210  ACCEPT
      10619.642       2.526575       0.489456  ACCEPT
      10622.169       2.623204       0.709781  ACCEPT
      10624.792       2.528423       0.839195  ACCEPT
      10627.320       2.356783       0.650272  ACCEPT
      10629.677       2.311762       0.444331  ACCEPT
      10631.989       2.447059       0.422738  ACCEPT
      10634.436       2.616210       0.598745  ACCEPT
      10637.052       2.608956       0.850203  ACCEPT
      10639.661       2.425519       0.786794  ACCEPT
      10642.087       2.290209       0.511014  ACCEPT
      10644.377       2.357388       0.391134  ACCEPT
      10646.734       2.559814       0.484801  ACCEPT
      10649.294       2.662798       0.770824  ACCEPT
      10651.957       2.524583       0.908126  ACCEPT
      10654.481       2.316344       0.635971  ACCEPT
      10656.798       2.282223       0.403003  ACCEPT
      10659.080       2.463422       0.398887  ACCEPT
      10661.543       2.664474       0.630036  ACCEPT
      10664.208       2.630152       0.944349  ACCEPT
      10666.838       2.394401       0.812740  ACCEPT
      10669.232       2.246203       0.470675  ACCEPT
      10671.479       2.350430       0.354889  ACCEPT
      10673.829       2.602384       0.484523  ACCEPT
      10676.431       2.707390       0.854145  ACCEPT
      10679.139       2.514705       0.989554  ACCEPT
      10681.653       2.267993       0.612377  ACCEPT
      10683.921       2.251544       0.359153  ACCEPT
      10686.173       2.486950       0.376410  ACCEPT
      10688.660       2.721305       0.674826  ACCEPT
      10691.381       2.649607       1.064735  REJECT
      10691.381       2.354917       0.533795  ACCEPT
      10693.736       2.402941       0.456931  ACCEPT
      10696.139       2.529388       0.529146  ACCEPT
      10698.668       2.585491       0.704974  ACCEPT
      10701.254       2.495462       0.768106  ACCEPT
      10703.749       2.367604       0.609139  ACCEPT
      10706.117       2.352927       0.461451  ACCEPT
      10708.470       2.471871       0.465962  ACCEPT
      10710.942       2.591781       0.625962  ACCEPT
      10713.534       2.561717       0.795903  ACCEPT
      10716.095       2.413247       0.710834  ACCEPT
      10718.509       2.325362       0.504023  ACCEPT
      10720.834       2.400176       0.428322  ACCEPT
      10723.234       2.559361       0.531418  ACCEPT
      10725.793       2.613888       0.757600  ACCEPT
      10728.407       2.486803       0.811784  ACCEPT
      10730.894       2.333436       0.590999  ACCEPT
      10733.228       2.333034       0.425726  ACCEPT
      10735.561       2.490792       0.449323  ACCEPT
      10738.051       2.630681       0.660088  ACCEPT
      10740.682       2.572707       0.865036  ACCEPT
      10743.255       2.383560       0.719721  ACCEPT
      10745.638       2.291056       0.467257  ACCEPT
      10747.929       2.400861       0.397862  ACCEPT
      10750.330       2.598144       0.539235  ACCEPT
      10752.928       2.645757       0.829559  ACCEPT
      10755.574       2.471855       0.861729  ACCEPT
      10758.046       2.291877       0.564286  ACCEPT
      10760.338       2.312779       0.386452  ACCEPT
      10762.651       2.517430       0.434058  ACCEPT
      10765.168       2.677259       0.709077  ACCEPT
      10767.845       2.581037       0.953068  ACCEPT
      10770.426       2.345373       0.722491  ACCEPT
      10772.772       2.252620       0.424567  ACCEPT
      10775.024       2.406253       0.366922  ACCEPT
      10777.431       2.646482       0.554440  ACCEPT
      10780.077       2.680035       0.926025  ACCEPT
      10782.757       2.449393       0.916227  ACCEPT
      10785.207       2.243367       0.528830  ACCEPT
      10787.450       2.293399       0.345728  ACCEPT
      10789.743       2.552556       0.421298  ACCEPT
      10792.296       2.730863       0.776714  ACCEPT
      10795.027       2.585177       1.061820  REJECT
      10795.027       2.298913       0.534836  ACCEPT
      10797.326       2.344882       0.396829  ACCEPT
      10799.671       2.538883       0.468599  ACCEPT
      10802.209       2.659040       0.737117  ACCEPT
      10804.868       2.543666       0.907214  ACCEPT
      10807.412       2.334322       0.666064  ACCEPT
      10809.746       2.278767       0.418452  ACCEPT
      10812.025       2.441256       0.392932  ACCEPT
      10814.467       2.648454       0.597877  ACCEPT
      10817.115       2.641876       0.917965  ACCEPT
      10819.757       2.418743       0.839453  ACCEPT
      10822.176       2.254410       0.497342  ACCEPT
      10824.430       2.333159       0.359048  ACCEPT
      10826.763       2.577249       0.462901  ACCEPT
      10829.340       2.705835       0.810736  ACCEPT
      10832.046       2.539616       0.994986  ACCEPT
      10834.586       2.287953       0.649749  ACCEPT
      10836.874       2.244608       0.374045  ACCEPT
      10839.118       2.459225       0.367338  ACCEPT
      10841.578       2.704130       0.632799  ACCEPT
      10844.282       2.666962       1.035119  REJECT
      10844.282       2.383753       0.536088  ACCEPT
      10846.666       2.430282       0.490835  ACCEPT
      10849.096       2.521808       0.559585  ACCEPT
      10851.618       2.549068       0.685415  ACCEPT
      10854.167       2.474191       0.707192  ACCEPT
      10856.641       2.386537       0.586293  ACCEPT
      10859.027       2.389945       0.486907  ACCEPT
      10861.417       2.483940       0.506697  ACCEPT
      10863.901       2.561144       0.635558  ACCEPT
      10866.462       2.523745       0.737571  ACCEPT
      10868.986       2.413944       0.656981  ACCEPT
      10871.400       2.362975       0.511520  ACCEPT
      10873.763       2.431807       0.469644  ACCEPT
      10876.195       2.545762       0.566016  ACCEPT
      10878.741       2.567405       0.725068  ACCEPT
      10881.308       2.464116       0.732081  ACCEPT
      10883.772       2.360434       0.568708  ACCEPT
      10886.133       2.378244       0.458464  ACCEPT
      10888.511       2.501715       0.497152  ACCEPT
      10891.013       2.589301       0.666146  ACCEPT
      10893.602       2.527616       0.782781  ACCEPT
      10896.129       2.389052       0.656617  ACCEPT
      10898.519       2.338868       0.480874  ACCEPT
      10900.857       2.436923       0.446674  ACCEPT
      10903.294       2.576833       0.578296  ACCEPT
      10905.871       2.587610       0.778625  ACCEPT
      10908.459       2.448362       0.759132  ACCEPT
      10910.907       2.328384       0.543848  ACCEPT
      10913.236       2.367019       0.426197  ACCEPT
      10915.603       2.526516       0.489434  ACCEPT
      10918.129       2.623166       0.709777  ACCEPT
      10920.752       2.528389       0.839230  ACCEPT
      10923.281       2.356732       0.650298  ACCEPT
      10925.637       2.311693       0.444326  ACCEPT
      10927.949       2.446991       0.422717  ACCEPT
      10930.396       2.616163       0.598726  ACCEPT
      10933.012       2.608926       0.850224  ACCEPT
      10935.621       2.425479       0.786837  ACCEPT
      10938.047       2.290146       0.511023  ACCEPT
      10940.337       2.357315       0.391118  ACCEPT
      10942.694       2.559756       0.484776  ACCEPT
      10945.254       2.662765       0.770822  ACCEPT
      10947.917       2.524553       0.908175  ACCEPT
      10950.441       2.316291       0.636001  ACCEPT
      10952.757       2.282150       0.402996  ACCEPT
      10955.040       2.463352       0.398863  ACCEPT
      10957.503       2.664430       0.630014  ACCEPT
      10960.167       2.630127       0.944381  ACCEPT
      10962.797       2.394362       0.812794  ACCEPT
      10965.192       2.246137       0.470683  ACCEPT
      10967.438       2.350353       0.354871  ACCEPT
      10969.788       2.602324       0.484493  ACCEPT
      10972.391       2.707363       0.854145  ACCEPT
      10975.098       2.514679       0.989620  ACCEPT
      10977.613       2.267939       0.612410  ACCEPT
      10979.881       2.251466       0.359144  ACCEPT
      10982.132       2.486876       0.376383  ACCEPT
      10984.619       2.721264       0.674799  ACCEPT
      10987.340       2.649588       1.064782  REJECT
      10987.340       2.354880       0.533791  ACCEPT
      10989.695       2.402907       0.456946  ACCEPT
      10992.098       2.529336       0.529164  ACCEPT
      10994.627       2.585419       0.704971  ACCEPT
      10997.213       2.495395       0.768075  ACCEPT
      10999.708       2.367560       0.609121  ACCEPT
      11002.076       2.352897       0.461459  ACCEPT
      11004.429       2.471831       0.465983  ACCEPT
      11006.900       2.591715       0.625974  ACCEPT
      11009.492       2.561642       0.795878  ACCEPT
      11012.054       2.413191       0.710801  ACCEPT
      11014.467       2.325330       0.504020  ACCEPT
      11016.792       2.400146       0.428340  ACCEPT
      11019.192       2.559307       0.531440  ACCEPT
      11021.752       2.613811       0.757593  ACCEPT
      11024.366       2.486734       0.811741  ACCEPT
      11026.852       2.333396       0.590980  ACCEPT
      11029.186       2.333009       0.425738  ACCEPT
      11031.519       2.490752       0.449348  ACCEPT
      11034.010       2.630610       0.660101  ACCEPT
      11036.640       2.572628       0.864999  ACCEPT
      11039.213       2.383506       0.719680  ACCEPT
      11041.596       2.291030       0.467257  ACCEPT
      11043.887       2.400835       0.397883  ACCEPT
      11046.288       2.598087       0.539262  ACCEPT
      11048.886       2.645674       0.829546  ACCEPT
      11051.532       2.471785       0.861673  ACCEPT
      11054.004       2.291842       0.564266  ACCEPT
      11056.296       2.312760       0.386466  ACCEPT
      11058.608       2.517391       0.434087  ACCEPT
      11061.126       2.677182       0.709092  ACCEPT
      11063.803       2.580952       0.953016  ACCEPT
      11066.384       2.345321       0.722443  ACCEPT
      11068.729       2.252601       0.424568  ACCEPT
      11070.982       2.406230       0.366947  ACCEPT
      11073.388       2.646422       0.554472  ACCEPT
      11076.034       2.679944       0.926004  ACCEPT
      11078.714       2.449321       0.916154  ACCEPT
      11081.164       2.243337       0.528808  ACCEPT
      11083.407       2.293387       0.345744  ACCEPT
      11085.700       2.552518       0.421332  ACCEPT
      11088.253       2.730779       0.776730  ACCEPT
      11090.984       2.585086       1.061748  REJECT
      11090.984       2.298863       0.534842  ACCEPT
      11093.283       2.344826       0.396826  ACCEPT
      11095.627       2.538826       0.468591  ACCEPT
      11098.166       2.658990       0.737111  ACCEPT
      11100.825       2.543623       0.907225  ACCEPT
      11103.369       2.334276       0.666077  ACCEPT
      11105.703       2.278714       0.418453  ACCEPT
      11107.982       2.441198       0.392925  ACCEPT
      11110.423       2.648399       0.597867  ACCEPT
      11113.071       2.641831       0.917969  ACCEPT
      11115.713       2.418700       0.839471  ACCEPT
      11118.132       2.254360       0.497349  ACCEPT
      11120.386       2.333101       0.359044  ACCEPT
      11122.719       2.577191       0.462890  ACCEPT
      11125.297       2.705786       0.810729  ACCEPT
      11128.002       2.539574       0.995003  ACCEPT
      11130.542       2.287908       0.649764  ACCEPT
      11132.830       2.244553       0.374045  ACCEPT
      11135.074       2.459165       0.367330  ACCEPT
      11137.534       2.704075       0.632786  ACCEPT
      11140.238       2.666919       1.035125  REJECT
      11140.238       2.383712       0.536087  ACCEPT
      11142.621       2.430240       0.490844  ACCEPT
      11145.052       2.521756       0.559595  ACCEPT
      11147.573       2.549005       0.685411  ACCEPT
      11150.122       2.474133       0.707175  ACCEPT
      11152.596       2.386493       0.586285  ACCEPT
      11154.983       2.389907       0.486913  ACCEPT
      11157.373       2.483894       0.506710  ACCEPT
      11159.857       2.561084       0.635562  ACCEPT
      11162.418       2.523682       0.737556  ACCEPT
      11164.942       2.413894       0.656965  ACCEPT
      11167.355       2.362937       0.511521  ACCEPT
      11169.718       2.431767       0.469657  ACCEPT
      11172.150       2.545707       0.566028  ACCEPT
      11174.696       2.567340       0.725061  ACCEPT
      11177.263       2.464058       0.732059  ACCEPT
      11179.727       2.360393       0.568700  ACCEPT
      11182.088       2.378210       0.458473  ACCEPT
      11184.466       2.501669       0.497168  ACCEPT
      11186.967       2.589237       0.666150  ACCEPT
      11189.557       2.527550       0.782759  ACCEPT
      11192.084       2.389003       0.656598  ACCEPT
      11194.473       2.338834       0.480877  ACCEPT
      11196.812       2.436886       0.446689  ACCEPT
      11199.249       2.576776       0.578309  ACCEPT
      11201.826       2.587540       0.778613  ACCEPT
      11204.413       2.448304       0.759103  ACCEPT
      11206.862       2.328347       0.543840  ACCEPT
      11209.190       2.366988       0.426209  ACCEPT
      11211.557       2.526469       0.489452  ACCEPT
      11214.083       2.623098       0.709780  ACCEPT
      11216.707       2.528321       0.839200  ACCEPT
      11219.235       2.356686       0.650276  ACCEPT
      11221.592       2.311664       0.444330  ACCEPT
      11223.903       2.446955       0.422735  ACCEPT
      11226.350       2.616103       0.598742  ACCEPT
      11228.966       2.608851       0.850205  ACCEPT
      11231.575       2.425421       0.786800  ACCEPT
      11234.001       2.290113       0.511016  ACCEPT
      11236.291       2.357287       0.391132  ACCEPT
      11238.648       2.559708       0.484797  ACCEPT
      11241.208       2.662691       0.770823  ACCEPT
      11243.870       2.524483       0.908132  ACCEPT
      11246.395       2.316248       0.635975  ACCEPT
      11248.711       2.282126       0.403003  ACCEPT
      11250.993       2.463318       0.398884  ACCEPT
      11253.456       2.664365       0.630033  ACCEPT
      11256.121       2.630048       0.944352  ACCEPT
      11258.751       2.394305       0.812747  ACCEPT
      11261.145       2.246109       0.470677  ACCEPT
      11263.391       2.350329       0.354887  ACCEPT
      11265.742       2.602275       0.484519  ACCEPT
      11268.344       2.707283       0.854144  ACCEPT
      11271.051       2.514606       0.989562  ACCEPT
      11273.566       2.267900       0.612382  ACCEPT
      11275.834       2.251447       0.359152  ACCEPT
      11278.085       2.486844       0.376406  ACCEPT
      11280.572       2.721195       0.674822  ACCEPT
      11283.293       2.649503       1.064740  REJECT
      11283.293       2.354823       0.533795  ACCEPT
      11285.648       2.402846       0.456934  ACCEPT
      11288.051       2.529285       0.529149  ACCEPT
      11290.580       2.585381       0.704973  ACCEPT
      11293.166       2.495357       0.768101  ACCEPT
      11295.661       2.367509       0.609136  ACCEPT
      11298.028       2.352834       0.461453  ACCEPT
      11300.381       2.471772       0.465966  ACCEPT
      11302.853       2.591672       0.625963  ACCEPT
      11305.445       2.561609       0.795898  ACCEPT
      11308.006       2.413148       0.710828  ACCEPT
      11310.419       2.325270       0.504022  ACCEPT
      11312.745       2.400081       0.428325  ACCEPT
      11315.145       2.559256       0.531421  ACCEPT
      11317.704       2.613777       0.757598  ACCEPT
      11320.318       2.486699       0.811776  ACCEPT
      11322.805       2.333342       0.590996  ACCEPT
      11325.138       2.332943       0.425729  ACCEPT
      11327.471       2.490692       0.449327  ACCEPT
      11329.961       2.630571       0.660090  ACCEPT
      11332.592       2.572598       0.865029  ACCEPT
      11335.165       2.383462       0.719714  ACCEPT
      11337.548       2.290967       0.467258  ACCEPT
      11339.839       2.400767       0.397866  ACCEPT
      11342.240       2.598037       0.539240  ACCEPT
      11344.838       2.645644       0.829556  ACCEPT
      11347.484       2.471752       0.861719  ACCEPT
      11349.955       2.291787       0.564283  ACCEPT
      11352.247       2.312690       0.386455  ACCEPT
      11354.560       2.517330       0.434063  ACCEPT
      11357.077       2.677146       0.709079  ACCEPT
      11359.754       2.580927       0.953058  ACCEPT
      11362.335       2.345278       0.722482  ACCEPT
      11364.680       2.252534       0.424568  ACCEPT
      11366.933       2.406160       0.366927  ACCEPT
      11369.339       2.646373       0.554445  ACCEPT
      11371.986       2.679920       0.926020  ACCEPT
      11374.665       2.449290       0.916214  ACCEPT
      11377.115       2.243279       0.528826  ACCEPT
      11379.358       2.293313       0.345731  ACCEPT
      11381.651       2.552455       0.421304  ACCEPT
      11384.204       2.730747       0.776715  ACCEPT
      11386.935       2.585066       1.061806  REJECT
      11386.935       2.298820       0.534837  ACCEPT
      11389.233       2.344786       0.396829  ACCEPT
      11391.578       2.538779       0.468598  ACCEPT
      11394.117       2.658932       0.737115  ACCEPT
      11396.776       2.543565       0.907214  ACCEPT
      11399.319       2.334228       0.666066  ACCEPT
      11401.654       2.278675       0.418453  ACCEPT
      11403.932       2.441156       0.392932  ACCEPT
      11406.373       2.648346       0.597876  ACCEPT
      11409.022       2.641770       0.917964  ACCEPT
      11411.664       2.418647       0.839455  ACCEPT
      11414.082       2.254320       0.497344  ACCEPT
      11416.337       2.333064       0.359048  ACCEPT
      11418.670       2.577144       0.462899  ACCEPT
      11421.247       2.705726       0.810734  ACCEPT
      11423.952       2.539515       0.994987  ACCEPT
      11426.492       2.287862       0.649751  ACCEPT
      11428.780       2.244517       0.374046  ACCEPT
      11431.024       2.459125       0.367338  ACCEPT
      11433.483       2.704020       0.632797  ACCEPT
      11436.188       2.666856       1.035118  REJECT
      11436.188       2.383659       0.536088  ACCEPT
      11438.571       2.430185       0.490836  ACCEPT
      11441.001       2.521707       0.559587  ACCEPT
      11443.523       2.548964       0.685414  ACCEPT
      11446.072       2.474090       0.707189  ACCEPT
      11448.546       2.386442       0.586291  ACCEPT
      11450.933       2.389851       0.486908  ACCEPT
      11453.322       2.483842       0.506700  ACCEPT
      11455.806       2.561040       0.635558  ACCEPT
      11458.367       2.523642       0.737568  ACCEPT
      11460.891       2.413847       0.656978  ACCEPT
      11463.305       2.362882       0.511521  ACCEPT
      11465.668       2.431711       0.469647  ACCEPT
      11468.099       2.545659       0.566018  ACCEPT
      11470.645       2.567300       0.725066  ACCEPT
      11473.212       2.464017       0.732077  ACCEPT
      11475.676       2.360341       0.568707  ACCEPT
      11478.037       2.378152       0.458466  ACCEPT
      11480.415       2.501616       0.497155  ACCEPT
      11482.916       2.589195       0.666147  ACCEPT
      11485.506       2.527512       0.782776  ACCEPT
      11488.033       2.388957       0.656614  ACCEPT
      11490.422       2.338777       0.480875  ACCEPT
      11492.761       2.436828       0.446676  ACCEPT
      11495.198       2.576729       0.578298  ACCEPT
      11497.774       2.587504       0.778622  ACCEPT
      11500.362       2.448263       0.759126  ACCEPT
      11502.810       2.328294       0.543847  ACCEPT
      11505.139       2.366928       0.426199  ACCEPT
      11507.505       2.526416       0.489437  ACCEPT
      11510.032       2.623059       0.709777  ACCEPT
      11512.655       2.528286       0.839224  ACCEPT
      11515.183       2.356639       0.650294  ACCEPT
      11517.540       2.311605       0.444327  ACCEPT
      11519.851       2.446896       0.422721  ACCEPT
      11522.298       2.616058       0.598729  ACCEPT
      11524.914       2.608818       0.850220  ACCEPT
      11527.523       2.425382       0.786830  ACCEPT
      11529.949       2.290058       0.511022  ACCEPT
      11532.239       2.357225       0.391121  ACCEPT
      11534.596       2.559654       0.484779  ACCEPT
      11537.156       2.662656       0.770821  ACCEPT
      11539.818       2.524450       0.908167  ACCEPT
      11542.343       2.316201       0.635996  ACCEPT
      11544.659       2.282064       0.402998  ACCEPT
      11546.941       2.463257       0.398867  ACCEPT
      11549.404       2.664322       0.630017  ACCEPT
      11552.068       2.630018       0.944375  ACCEPT
      11554.699       2.394266       0.812785  ACCEPT
      11557.093       2.246052       0.470683  ACCEPT
      11559.339       2.350264       0.354874  ACCEPT
      11561.689       2.602222       0.484497  ACCEPT
      11564.291       2.707251       0.854143  ACCEPT
      11566.999       2.514576       0.989609  ACCEPT
      11569.513       2.267852       0.612406  ACCEPT
      11571.781       2.251382       0.359146  ACCEPT
      11574.032       2.486781       0.376387  ACCEPT
      11576.519       2.721154       0.674802  ACCEPT
      11579.240       2.649478       1.064773  REJECT
      11579.240       2.354786       0.533792  ACCEPT
      11581.595       2.402811       0.456944  ACCEPT
      11583.998       2.529236       0.529162  ACCEPT
      11586.527       2.585319       0.704971  ACCEPT
      11589.112       2.495298       0.768078  ACCEPT
      11591.608       2.367467       0.609123  ACCEPT
      11593.975       2.352802       0.461459  ACCEPT
      11596.328       2.471732       0.465980  ACCEPT
      11598.800       2.591614       0.625972  ACCEPT
      11601.391       2.561544       0.795880  ACCEPT
      11603.953       2.413097       0.710805  ACCEPT
      11606.366       2.325237       0.504021  ACCEPT
      11608.691       2.400049       0.428338  ACCEPT
      11611.091       2.559206       0.531437  ACCEPT
      11613.651       2.613710       0.757593  ACCEPT
      11616.264       2.486639       0.811746  ACCEPT
      11618.751       2.333304       0.590982  ACCEPT
      11621.084       2.332915       0.425737  ACCEPT
      11623.417       2.490653       0.449345  ACCEPT
      11625.908       2.630509       0.660099  ACCEPT
      11628.538       2.572530       0.865003  ACCEPT
      11631.111       2.383414       0.719685  ACCEPT
      11633.494       2.290939       0.467257  ACCEPT
      11635.785       2.400738       0.397881  ACCEPT
      11638.186       2.597985       0.539258  ACCEPT
      11640.784       2.645573       0.829547  ACCEPT
      11643.429       2.471691       0.861679  ACCEPT
      11645.901       2.291752       0.564268  ACCEPT
      11648.193       2.312666       0.386465  ACCEPT
      11650.506       2.517291       0.434084  ACCEPT
      11653.023       2.677079       0.709089  ACCEPT
      11655.700       2.580855       0.953021  ACCEPT
      11658.281       2.345231       0.722448  ACCEPT
      11660.626       2.252510       0.424569  ACCEPT
      11662.878       2.406133       0.366944  ACCEPT
      11665.285       2.646318       0.554468  ACCEPT
      11667.931       2.679843       0.926005  ACCEPT
      11670.611       2.449228       0.916162  ACCEPT
      11673.060       2.243248       0.528811  ACCEPT
      11675.303       2.293293       0.345743  ACCEPT
      11677.597       2.552417       0.421328  ACCEPT
      11680.149       2.730675       0.776727  ACCEPT
      11682.880       2.584990       1.061755  REJECT
      11682.880       2.298775       0.534842  ACCEPT
      11685.178       2.344736       0.396827  ACCEPT
      11687.523       2.538728       0.468592  ACCEPT
      11690.062       2.658885       0.737111  ACCEPT
      11692.721       2.543522       0.907222  ACCEPT
      11695.264       2.334185       0.666075  ACCEPT
      11697.598       2.278627       0.418453  ACCEPT
      11699.877       2.441104       0.392927  ACCEPT
      11702.318       2.648296       0.597868  ACCEPT
      11704.967       2.641727       0.917966  ACCEPT
      11707.608       2.418606       0.839468  ACCEPT
      11710.027       2.254274       0.497349  ACCEPT
      11712.281       2.333013       0.359045  ACCEPT
      11714.614       2.577091       0.462892  ACCEPT
      11717.191       2.705680       0.810729  ACCEPT
      11719.897       2.539474       0.994998  ACCEPT
      11722.436       2.287820       0.649762  ACCEPT
      11724.724       2.244469       0.374046  ACCEPT
      11726.969       2.459071       0.367332  ACCEPT
      11729.428       2.703969       0.632788  ACCEPT
      11732.132       2.666814       1.035122  REJECT
      11732.132       2.383619       0.536087  ACCEPT
      11734.515       2.430146       0.490843  ACCEPT
      11736.945       2.521658       0.559594  ACCEPT
      11739.467       2.548908       0.685411  ACCEPT
      11742.016       2.474038       0.707177  ACCEPT
      11744.490       2.386401       0.586286  ACCEPT
      11746.876       2.389813       0.486913  ACCEPT
      11749.266       2.483798       0.506709  ACCEPT
      11751.750       2.560985       0.635561  ACCEPT
      11754.311       2.523586       0.737557  ACCEPT
      11756.835       2.413801       0.656967  ACCEPT
      11759.248       2.362845       0.511521  ACCEPT
      11761.611       2.431672       0.469656  ACCEPT
      11764.043       2.545609       0.566026  ACCEPT
      11766.589       2.567242       0.725061  ACCEPT
      11769.156       2.463965       0.732061  ACCEPT
      11771.620       2.360301       0.568701  ACCEPT
      11773.980       2.378117       0.458473  ACCEPT
      11776.358       2.501572       0.497166  ACCEPT
      11778.860       2.589138       0.666149  ACCEPT
      11781.449       2.527455       0.782761  ACCEPT
      11783.976       2.388912       0.656600  ACCEPT
      11786.365       2.338743       0.480877  ACCEPT
      11788.704       2.436791       0.446687  ACCEPT
      11791.141       2.576677       0.578308  ACCEPT
      11793.717       2.587443       0.778614  ACCEPT
      11796.305       2.448211       0.759106  ACCEPT
      11798.753       2.328257       0.543841  ACCEPT
      11801.081       2.366895       0.426208  ACCEPT
      11803.448       2.526372       0.489450  ACCEPT
      11805.975       2.622999       0.709779  ACCEPT
